ALD;NU;MT
322,85427866463175;677531,0;1980,0
310,0047915268058;689415,0;1980,0
317,2712983399665;693050,5;1980,0
298,5148867458151;702892,0;1980,0
300,2778302685748;697943,0;1980,0
316,9517585546593;698180,5;1980,0
308,4085389326356;696486,5;1980,0
311,8478453746898;680763,5;1980,0
311,4658249215102;683641,0;1980,0
312,07339717843325;697072,5;1980,0
307,94384858900025;689754,5;1980,0
313,4559588243474;693450,0;1980,0
315,88271718568564;696840,0;1980,0
313,001283177859;694522,0;1980,0
