ALD;NU;MT
72,85876476683937;13453,5;176,0
63,59840829015546;13003,5;176,0
48,1815928701606;79920,0;706,0
47,221215260758264;77920,0;706,0
49,28301741168527;78349,5;706,0
44,62404802455051;77855,0;706,0
43,1023703482934;78712,0;706,0
46,64410124855117;79733,0;706,0
45,10280723357621;78651,5;706,0
45,553428526617765;76913,5;706,0
48,0996723494858;79922,5;706,0
48,1946900879674;77873,5;706,0
46,28957752262954;80221,0;706,0
46,55213543973821;78672,5;706,0
